checkpoint_id,year,world_id,world_label,frequency_model_family,frequency_model_label,severity_model_family,severity_model_label,retraining_regime,seed,version,training_window_years,training_window_label,training_data_start_year,training_data_end_year,frequency_rmse,severity_rmse,pure_premium_rmse,net_strategic_value,game_effect_summary,world_narrative,frequency_model_narrative,severity_model_narrative
chk_y9_stable_baseline_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.368452,0.125551,0.242143,75.785664,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_stable_baseline_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.368452,0.02,0.187257,81.274309,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_stable_baseline_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.095778,0.36089,0.233636,76.636371,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y9_stable_baseline_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.095778,0.125551,0.11126,88.874025,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_stable_baseline_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.095778,0.02,0.056373,94.362669,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_stable_baseline_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.02,0.36089,0.197263,80.273702,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y9_stable_baseline_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.02,0.125551,0.074886,92.511356,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_stable_baseline_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,stable_baseline,Stable Baseline,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.02,0.02,0.02,98.0,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_good_years_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.323444,0.34267,0.333442,66.655815,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y9_good_years_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.323444,0.094538,0.204413,79.558683,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_good_years_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.323444,0.02,0.165653,83.434678,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_good_years_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.070943,0.34267,0.212241,78.775854,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y9_good_years_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.070943,0.094538,0.083213,91.678722,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_good_years_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.070943,0.02,0.044453,95.554717,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_good_years_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.02,0.34267,0.187789,81.221137,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y9_good_years_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.02,0.094538,0.05876,94.124005,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_good_years_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,good_years,Good Years,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.02,0.02,0.02,98.0,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_mobility_suppression_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.434884,0.386846,0.409904,59.009578,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y9_mobility_suppression_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.434884,0.136133,0.279533,72.046689,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_mobility_suppression_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.434884,0.02,0.219144,78.085586,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_mobility_suppression_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.164192,0.386846,0.279972,72.002769,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y9_mobility_suppression_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.164192,0.136133,0.149601,85.03988,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_mobility_suppression_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.164192,0.02,0.089212,91.078777,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_mobility_suppression_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.027131,0.386846,0.214183,78.581726,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y9_mobility_suppression_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.027131,0.136133,0.083812,91.618837,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_mobility_suppression_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.027131,0.02,0.023423,97.657734,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_pandemic_recovery_inflation_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.422886,0.479524,0.452338,54.76623,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y9_pandemic_recovery_inflation_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.422886,0.230902,0.323054,67.694607,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_pandemic_recovery_inflation_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.422886,0.105675,0.257936,74.206391,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_pandemic_recovery_inflation_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.154122,0.479524,0.323331,67.666901,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y9_pandemic_recovery_inflation_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.154122,0.230902,0.194047,80.595277,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_pandemic_recovery_inflation_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.154122,0.105675,0.128929,87.107061,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_pandemic_recovery_inflation_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.031035,0.479524,0.264249,73.575072,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y9_pandemic_recovery_inflation_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.031035,0.230902,0.134966,86.503448,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_pandemic_recovery_inflation_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.031035,0.105675,0.069848,93.015232,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_self_drive_revolution_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.450546,0.49959,0.476049,52.39509,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y9_self_drive_revolution_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.450546,0.264418,0.353759,64.624061,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_self_drive_revolution_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.450546,0.128019,0.282832,71.716802,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_self_drive_revolution_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.183746,0.49959,0.347985,65.201509,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y9_self_drive_revolution_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.183746,0.264418,0.225695,77.43048,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_self_drive_revolution_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.183746,0.128019,0.154768,84.523221,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y9_self_drive_revolution_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.053096,0.49959,0.285273,71.472716,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y9_self_drive_revolution_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.053096,0.264418,0.162983,83.701687,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y9_self_drive_revolution_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,9,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,7,8,0.053096,0.128019,0.092056,90.794427,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y10_stable_baseline_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.35977,0.365221,0.362605,63.739531,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y10_stable_baseline_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.35977,0.120367,0.235281,76.47194,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y10_stable_baseline_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.35977,0.02,0.18309,81.691024,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y10_stable_baseline_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.104695,0.365221,0.240168,75.983165,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y10_stable_baseline_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.104695,0.120367,0.112844,88.715574,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y10_stable_baseline_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.104695,0.02,0.060653,93.934658,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y10_stable_baseline_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.02,0.365221,0.199515,80.048507,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y10_stable_baseline_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.02,0.120367,0.072191,92.780916,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y10_stable_baseline_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,10,stable_baseline,Stable Baseline,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.02,0.02,0.02,98.0,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y10_good_years_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,10,good_years,Good Years,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.337254,0.336669,0.33695,66.305034,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y10_good_years_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,10,good_years,Good Years,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.337254,0.08802,0.207652,79.234806,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y10_good_years_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,10,good_years,Good Years,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.337254,0.02,0.172282,82.771821,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y10_good_years_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,10,good_years,Good Years,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.064973,0.336669,0.206255,79.374524,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y10_good_years_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,10,good_years,Good Years,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,8,9,0.064973,0.08802,0.076957,92.304297,Initial 1-year training window.,"Frequency and severity are both low, creating a favorable underwriting environment.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
